id,date,masthead,title,page,words,pollster,url
230459138,1945-08-05,"The Sun (Sydney, NSW : 1910 - 1954)",U. S. SWINGS RIGHT AS BRITAIN SETS COURSE TO LEFT,2,580,Gallup,https://trove.nla.gov.au/newspaper/article/230459138
278973567,1945-08-06,"The Sun News-Pictorial (Melbourne, Vic. : 1922 - 1954; 1956)","Post-War Milk, Bread Zoning Opposed",8,72,Gallup,https://trove.nla.gov.au/newspaper/article/278973567
230453452,1945-08-12,"The Sun (Sydney, NSW : 1910 - 1954)",Gallup Poll 2 out of 3 not interested in WORLD CHARTER,6,181,Gallup,https://trove.nla.gov.au/newspaper/article/230453452
278974058,1945-08-13,"The Sun News-Pictorial (Melbourne, Vic. : 1922 - 1954; 1956)","WORLD CHARTER NOT WIDELY STUDIED, GALLUP POLL SHOWS",11,101,Gallup,https://trove.nla.gov.au/newspaper/article/278974058
78777980,1945-08-15,"The Daily News (Perth, WA : 1882 - 1955)",GALLUP POLL Price -Wage Controls,5,295,Gallup,https://trove.nla.gov.au/newspaper/article/78777980
78777957,1945-08-15,"The Daily News (Perth, WA : 1882 - 1955)",GALLUP POLL Price-Wage Controls Favoured,6,294,Gallup,https://trove.nla.gov.au/newspaper/article/78777957
134369908,1945-08-15,Newcastle Morning Herald and Miners' Advocate (NSW : 1876 - 1954),"BRITISH FAVOUR SWEEPING CHANGES ""Herald"" Service",3,65,Gallup,https://trove.nla.gov.au/newspaper/article/134369908
78779827,1945-08-16,"The Daily News (Perth, WA : 1882 - 1955)",GALLUP POLL No Mercy For Hirohito,7,181,Gallup,https://trove.nla.gov.au/newspaper/article/78779827
26159510,1945-08-16,"The Mercury (Hobart, Tas. : 1860 - 1954)",NO MERCY; HIROHITO WAR CRIMINAL,13,224,Gallup,https://trove.nla.gov.au/newspaper/article/26159510
266646089,1945-08-17,"The Guardian (Perth, WA : 1937 - 1954)",Controls.,5,49,Gallup,https://trove.nla.gov.au/newspaper/article/266646089
43507047,1945-08-18,"The Advertiser (Adelaide, SA : 1931 - 1954)","PUBLIC OPINION POLL No Mercy For Hirohito, War Criminal",10,188,Gallup,https://trove.nla.gov.au/newspaper/article/43507047
50271371,1945-08-18,"The Courier-Mail (Brisbane, Qld. : 1933 - 1954)",HIROHITO IS SEEN AS WAR CRIMINAL,4,177,Gallup,https://trove.nla.gov.au/newspaper/article/50271371
230455497,1945-08-19,"The Sun (Sydney, NSW : 1910 - 1954)",GALLUP POLL Nearly half had no opinion on Hirohito,5,170,Gallup,https://trove.nla.gov.au/newspaper/article/230455497
78780843,1945-08-21,"The Daily News (Perth, WA : 1882 - 1955)",PEOPLE SAY MAKE GERMANS PAY,3,143,Gallup,https://trove.nla.gov.au/newspaper/article/78780843
43507545,1945-08-22,"The Advertiser (Adelaide, SA : 1931 - 1954)",PUBLIC OPINION POLL Making The Germans Pay,8,135,Gallup,https://trove.nla.gov.au/newspaper/article/43507545
134367382,1945-08-22,Newcastle Morning Herald and Miners' Advocate (NSW : 1876 - 1954),"DIVIDED VIEWS ON JAPAN ""Herald"" Service.",3,96,Gallup,https://trove.nla.gov.au/newspaper/article/134367382
26158813,1945-08-22,"The Mercury (Hobart, Tas. : 1860 - 1954)",Japanese Emperor,17,201,Gallup,https://trove.nla.gov.au/newspaper/article/26158813
26158681,1945-08-22,"The Mercury (Hobart, Tas. : 1860 - 1954)",People Think Nazis Should Pay,11,169,Gallup,https://trove.nla.gov.au/newspaper/article/26158681
278973359,1945-08-23,"The Sun News-Pictorial (Melbourne, Vic. : 1922 - 1954; 1956)",Gallup Poll Vote Favors Large German Payment Of War Costs,2,110,Gallup,https://trove.nla.gov.au/newspaper/article/278973359
249175216,1945-08-23,"The Herald (Melbourne, Vic. : 1861 - 1954)",PEOPLE SAY-- MAKE THE GERMANS PAY,10,159,Gallup,https://trove.nla.gov.au/newspaper/article/249175216
249168498,1945-08-25,"The Herald (Melbourne, Vic. : 1861 - 1954)",GALLUP POLL Pay-As-You Earn Has Support,5,171,Gallup,https://trove.nla.gov.au/newspaper/article/249168498
43508124,1945-08-25,"The Advertiser (Adelaide, SA : 1931 - 1954)",PUBLIC OPINION POLL Pay-As-You-Earn Taxation,10,161,Gallup,https://trove.nla.gov.au/newspaper/article/43508124
78776763,1945-08-25,"The Daily News (Perth, WA : 1882 - 1955)",Pay-as-you-Earn Favoured,6,214,Gallup,https://trove.nla.gov.au/newspaper/article/78776763
59338016,1945-08-26,"Sunday Times (Perth, WA : 1902 - 1954)",What Women Like About Men,9,960,Gallup,https://trove.nla.gov.au/newspaper/article/59338016
249174110,1945-08-27,"The Herald (Melbourne, Vic. : 1861 - 1954)",No Mercy For Hirohito GALLUP POLL,5,227,Gallup,https://trove.nla.gov.au/newspaper/article/249174110
278975676,1945-08-27,"The Sun News-Pictorial (Melbourne, Vic. : 1922 - 1954; 1956)",Pay-As-You-Earn Tax Gains Favor,8,76,Gallup,https://trove.nla.gov.au/newspaper/article/278975676
43508600,1945-08-29,"The Advertiser (Adelaide, SA : 1931 - 1954)",PUBLIC OPINION POLL Parliament On The Air,8,216,Gallup,https://trove.nla.gov.au/newspaper/article/43508600
249166287,1945-08-29,"The Herald (Melbourne, Vic. : 1861 - 1954)",GALLUP POLL People Would Put Our Parliament On The Air,7,209,Gallup,https://trove.nla.gov.au/newspaper/article/249166287
250679402,1945-08-29,Guinea Gold (Papua New Guinea : 1942 - 1945),Australian Public Favors “Making Germans Pay”,3,94,Gallup,https://trove.nla.gov.au/newspaper/article/250679402
250679454,1945-08-30,Guinea Gold (Papua New Guinea : 1942 - 1945),Public Favors “As You Go” Taxes,3,61,Gallup,https://trove.nla.gov.au/newspaper/article/250679454
262854671,1945-08-31,"The North Midland Times (Moora, WA : 1933 - 1954)",Controls.,1,53,Gallup,https://trove.nla.gov.au/newspaper/article/262854671
26137847,1945-08-31,"The Mercury (Hobart, Tas. : 1860 - 1954)",AUSTRALIAN OPINION CALLS HIROHITO WAR CRIMINAL,8,87,Gallup,https://trove.nla.gov.au/newspaper/article/26137847
245672042,1945-09-01,"The Herald (Melbourne, Vic. : 1861 - 1954)",GALLUP POLL Majority Opposes Pensions For Former Prime Ministers,5,223,Gallup,https://trove.nla.gov.au/newspaper/article/245672042
130235974,1945-09-01,"News (Adelaide, SA : 1923 - 1954)",Jane Russell Makes A Comeback JONATHAN DAVIES' MOVIE MERRY-GO-ROUND,4,681,Gallup,https://trove.nla.gov.au/newspaper/article/130235974
229020141,1945-09-02,"The Sun (Sydney, NSW : 1910 - 1954)",Gallup Poll Pensions for statesmen,6,94,Gallup,https://trove.nla.gov.au/newspaper/article/229020141
50250711,1945-09-03,"The Courier-Mail (Brisbane, Qld. : 1933 - 1954)",PEOPLE WOULD LIKE PARLIAMENT ON AIR,3,164,Gallup,https://trove.nla.gov.au/newspaper/article/50250711
78778035,1945-09-04,"The Daily News (Perth, WA : 1882 - 1955)",CALLUP POLL People Would Put Our On The Air,3,231,Gallup,https://trove.nla.gov.au/newspaper/article/78778035
278629623,1945-09-04,"The Sun News-Pictorial (Melbourne, Vic. : 1922 - 1954; 1956)",ROUND-UP of World News Income,15,53,Gallup,https://trove.nla.gov.au/newspaper/article/278629623
245660861,1945-09-05,"The Herald (Melbourne, Vic. : 1861 - 1954)",GALLUP POLL Jobs For Men Before Women,7,141,Gallup,https://trove.nla.gov.au/newspaper/article/245660861
48666241,1945-09-05,"The Advertiser (Adelaide, SA : 1931 - 1954)",PUBLIC OPINION POLL Jobs For Men Before Women,8,236,Gallup,https://trove.nla.gov.au/newspaper/article/48666241
271339559,1945-09-06,Upper Murray and Mitta Herald (Vic. : 1885 - 1955),PAY-AS-YOU-EARN HAS [?],2,133,Gallup,https://trove.nla.gov.au/newspaper/article/271339559
245670684,1945-09-06,"The Herald (Melbourne, Vic. : 1861 - 1954)",STRAIGHT-OUT TAX CUT FAVORED,5,108,Gallup,https://trove.nla.gov.au/newspaper/article/245670684
278630649,1945-09-06,"The Sun News-Pictorial (Melbourne, Vic. : 1922 - 1954; 1956)",Jobs to Men Before Women,7,113,Gallup,https://trove.nla.gov.au/newspaper/article/278630649
103224540,1945-09-07,Goulburn Evening Post (NSW : 1940 - 1954),Gallup Poll Jobs for Men Before Women,1,159,Gallup,https://trove.nla.gov.au/newspaper/article/103224540
78781555,1945-09-07,"The Daily News (Perth, WA : 1882 - 1955)",GALLUP POLL Jobs For Men Before Women,7,195,Gallup,https://trove.nla.gov.au/newspaper/article/78781555
78781451,1945-09-07,"The Daily News (Perth, WA : 1882 - 1955)",EXPERIMENT,4,97,Gallup,https://trove.nla.gov.au/newspaper/article/78781451
78781471,1945-09-07,"The Daily News (Perth, WA : 1882 - 1955)",56p.c. Favour Legal SP,13,270,Gallup,https://trove.nla.gov.au/newspaper/article/78781471
78776166,1945-09-08,"The Daily News (Perth, WA : 1882 - 1955)",GALLUP POLL Opposition To Pension For PMs,25,228,Gallup,https://trove.nla.gov.au/newspaper/article/78776166
78776235,1945-09-08,"The Daily News (Perth, WA : 1882 - 1955)",GALLUP POLL Opposition To Pension For PMs,29,226,Gallup,https://trove.nla.gov.au/newspaper/article/78776235
50259403,1945-09-08,"The Courier-Mail (Brisbane, Qld. : 1933 - 1954)",PAY-AS-YOU EARN HAS GALLUP POLL SUPPORT,4,153,Gallup,https://trove.nla.gov.au/newspaper/article/50259403
48666823,1945-09-08,"The Advertiser (Adelaide, SA : 1931 - 1954)",PUBLIC OPINION POLL Small Majority Favors S.P. Betting,10,347,Gallup,https://trove.nla.gov.au/newspaper/article/48666823
250679879,1945-09-08,Guinea Gold (Papua New Guinea : 1942 - 1945),Australian Public Wants Hirohito Punished,3,80,Gallup,https://trove.nla.gov.au/newspaper/article/250679879
245660413,1945-09-08,"The Herald (Melbourne, Vic. : 1861 - 1954)",Slight Majority Favors Legalising S.P. Betting,5,186,Gallup,https://trove.nla.gov.au/newspaper/article/245660413
245660319,1945-09-08,"The Herald (Melbourne, Vic. : 1861 - 1954)",Jonathan Davies' Movie Roundabout Jane Russell Makes A Comeback,9,967,Gallup,https://trove.nla.gov.au/newspaper/article/245660319
26146962,1945-09-08,"The Mercury (Hobart, Tas. : 1860 - 1954)",Slight Majority In Favour Of Legalised SP Betting,27,274,Gallup,https://trove.nla.gov.au/newspaper/article/26146962
229013176,1945-09-09,"The Sun (Sydney, NSW : 1910 - 1954)",GALLUP POLL Most (56 out of 100) favored legalising SP,2,184,Gallup,https://trove.nla.gov.au/newspaper/article/229013176
278628277,1945-09-10,"The Sun News-Pictorial (Melbourne, Vic. : 1922 - 1954; 1956)",Majority Favors Legalised S.P. Betting,8,66,Gallup,https://trove.nla.gov.au/newspaper/article/278628277
50278002,1945-09-11,"The Courier-Mail (Brisbane, Qld. : 1933 - 1954)",Say Germans Should Pay,2,125,Gallup,https://trove.nla.gov.au/newspaper/article/50278002
78778289,1945-09-12,"The Daily News (Perth, WA : 1882 - 1955)",GALLUP POLL Worldwide Accuracy,8,75,Gallup,https://trove.nla.gov.au/newspaper/article/78778289
78778295,1945-09-12,"The Daily News (Perth, WA : 1882 - 1955)",GALLUP POLL Worldwide Accuracy,9,78,Gallup,https://trove.nla.gov.au/newspaper/article/78778295
48667467,1945-09-13,"The Advertiser (Adelaide, SA : 1931 - 1954)",PUBLIC OPINION POLL Hirohito As War Criminal,8,214,Gallup,https://trove.nla.gov.au/newspaper/article/48667467
78779443,1945-09-15,"The Daily News (Perth, WA : 1882 - 1955)",GALLUP POLL Sunday Night Movies Not Favoured,20,306,Gallup,https://trove.nla.gov.au/newspaper/article/78779443
245663126,1945-09-15,"The Herald (Melbourne, Vic. : 1861 - 1954)",GALLUP POLL Sunday Night Movies Not Favored,7,292,Gallup,https://trove.nla.gov.au/newspaper/article/245663126
229014111,1945-09-16,"The Sun (Sydney, NSW : 1910 - 1954)",GALLOP POLL 6 out of 10 against Sunday movies,6,253,Gallup,https://trove.nla.gov.au/newspaper/article/229014111
278625333,1945-09-17,"The Sun News-Pictorial (Melbourne, Vic. : 1922 - 1954; 1956)",Poll Against Sunday Picture Shows,5,98,Gallup,https://trove.nla.gov.au/newspaper/article/278625333
286102379,1945-09-18,The Toowoomba Chronicle and Darling Downs Gazette (Qld. : 1922 - 1965),ENGLISH VIEWPOINT HIROHITO AND THRONE,1,135,Gallup,https://trove.nla.gov.au/newspaper/article/286102379
156726875,1945-09-18,The Newcastle Sun (NSW : 1918 - 1954),St Britons Think That Hirohito Should Be Removed,2,272,Gallup,https://trove.nla.gov.au/newspaper/article/156726875
103226811,1945-09-19,Goulburn Evening Post (NSW : 1940 - 1954),GALLUP POLL Sunday Night Movies Not Favoured,3,273,Gallup,https://trove.nla.gov.au/newspaper/article/103226811
245663528,1945-09-22,"The Herald (Melbourne, Vic. : 1861 - 1954)",Gallup Poll Says: Japs Deserved Atom Bombing,5,328,Gallup,https://trove.nla.gov.au/newspaper/article/245663528
278626830,1945-09-22,"The Sun News-Pictorial (Melbourne, Vic. : 1922 - 1954; 1956)",U.S. Expected To Lead World: Gallup Poll,7,99,Gallup,https://trove.nla.gov.au/newspaper/article/278626830
48668985,1945-09-22,"The Advertiser (Adelaide, SA : 1931 - 1954)","Britons Approve Use Of Atomic Bomb LONDON, September 21.",10,74,Gallup,https://trove.nla.gov.au/newspaper/article/48668985
229023907,1945-09-23,"The Sun (Sydney, NSW : 1910 - 1954)",GALLUP POLL Japs deserved atomic bomb,4,155,Gallup,https://trove.nla.gov.au/newspaper/article/229023907
278626153,1945-09-24,"The Sun News-Pictorial (Melbourne, Vic. : 1922 - 1954; 1956)",Atomic Bomb Justified In Poll Survey,4,134,Gallup,https://trove.nla.gov.au/newspaper/article/278626153
48669100,1945-09-24,"The Advertiser (Adelaide, SA : 1931 - 1954)",PUBLIC OPINION POLL Leadership In World Affairs,8,188,Gallup,https://trove.nla.gov.au/newspaper/article/48669100
26162448,1945-09-24,"The Mercury (Hobart, Tas. : 1860 - 1954)","USA LEADER OF WORLD, NATIONS THINK",8,195,Gallup,https://trove.nla.gov.au/newspaper/article/26162448
78483089,1945-09-25,"The Daily News (Perth, WA : 1882 - 1955)",Gallup Poll Says: Japs Deserved atom Bombing,7,281,Gallup,https://trove.nla.gov.au/newspaper/article/78483089
245668897,1945-09-26,"The Herald (Melbourne, Vic. : 1861 - 1954)",Gallup Poll Says : Permanent Army To Bar Aggression,6,223,Gallup,https://trove.nla.gov.au/newspaper/article/245668897
278627757,1945-09-27,"The Sun News-Pictorial (Melbourne, Vic. : 1922 - 1954; 1956)",PERMANENT ARMY FAVORED,7,124,Gallup,https://trove.nla.gov.au/newspaper/article/278627757
78483167,1945-09-28,"The Daily News (Perth, WA : 1882 - 1955)",Gallup Poll Says: Permanent Army To Bar Aggression,3,299,Gallup,https://trove.nla.gov.au/newspaper/article/78483167
250680810,1945-09-28,Guinea Gold (Papua New Guinea : 1942 - 1945),AUSTRALIANS WANT STANDING ARMY,4,61,Gallup,https://trove.nla.gov.au/newspaper/article/250680810
50283197,1945-09-28,"The Courier-Mail (Brisbane, Qld. : 1933 - 1954)",U.S. WORLD LEADER?,2,96,Gallup,https://trove.nla.gov.au/newspaper/article/50283197
48669875,1945-09-28,"The Advertiser (Adelaide, SA : 1931 - 1954)",Influence Of Countries In World Affairs LONDON. September 27.,10,115,Gallup,https://trove.nla.gov.au/newspaper/article/48669875
245669324,1945-09-29,"The Herald (Melbourne, Vic. : 1861 - 1954)",THE PUBLIC FAVORS Munition Factories For Civilian Goods,7,349,Gallup,https://trove.nla.gov.au/newspaper/article/245669324
78478023,1945-09-29,"The Daily News (Perth, WA : 1882 - 1955)",US Expected To Lead Postwar World,4,189,Gallup,https://trove.nla.gov.au/newspaper/article/78478023
245662636,1945-10-03,"The Herald (Melbourne, Vic. : 1861 - 1954)",People Sum Up : TAXATION PROSPECTS,6,240,Gallup,https://trove.nla.gov.au/newspaper/article/245662636
78484537,1945-10-03,"The Daily News (Perth, WA : 1882 - 1955)",People Sum Up Direct And Indirect Taxation,7,260,Gallup,https://trove.nla.gov.au/newspaper/article/78484537
26161105,1945-10-03,"The Mercury (Hobart, Tas. : 1860 - 1954)",INCOME TAX CUT FAVOURED BY 55 OUT OF 100,11,250,Gallup,https://trove.nla.gov.au/newspaper/article/26161105
26161228,1945-10-03,"The Mercury (Hobart, Tas. : 1860 - 1954)",Use Of Munition Factories For Civilian Goods,17,413,Gallup,https://trove.nla.gov.au/newspaper/article/26161228
48670753,1945-10-04,"The Advertiser (Adelaide, SA : 1931 - 1954)",PUBLIC OPINION POLL Direct And Indirect Tax,6,237,Gallup,https://trove.nla.gov.au/newspaper/article/48670753
50266565,1945-10-06,"The Courier-Mail (Brisbane, Qld. : 1933 - 1954)","JAPS DESERVED ATOM BOMB, SAYS GALLUP POLL",4,219,Gallup,https://trove.nla.gov.au/newspaper/article/50266565
278624137,1945-10-06,"The Sun News-Pictorial (Melbourne, Vic. : 1922 - 1954; 1956)",Less Than Half Canadians Know About Canberra,4,92,Gallup,https://trove.nla.gov.au/newspaper/article/278624137
74622520,1945-10-06,"The Advertiser (Adelaide, SA : 1931 - 1954)","British Still Hostile To Germans LONDON, October 5.",10,136,Gallup,https://trove.nla.gov.au/newspaper/article/74622520
245659243,1945-10-06,"The Herald (Melbourne, Vic. : 1861 - 1954)",People Not Confident Of Full Employment,7,249,Gallup,https://trove.nla.gov.au/newspaper/article/245659243
50287503,1945-10-08,"The Courier-Mail (Brisbane, Qld. : 1933 - 1954)",Majority Favours Legalising S.P.,2,185,Gallup,https://trove.nla.gov.au/newspaper/article/50287503
278626556,1945-10-08,"The Sun News-Pictorial (Melbourne, Vic. : 1922 - 1954; 1956)",Unemployment In Next Few Years Expected,6,98,Gallup,https://trove.nla.gov.au/newspaper/article/278626556
26153089,1945-10-08,"The Mercury (Hobart, Tas. : 1860 - 1954)",People Not Confident Of Full Employment,12,449,Gallup,https://trove.nla.gov.au/newspaper/article/26153089
278636386,1945-10-09,"The Sun News-Pictorial (Melbourne, Vic. : 1922 - 1954; 1956)",World ROUND UP Stabilize,19,46,Gallup,https://trove.nla.gov.au/newspaper/article/278636386
50278849,1945-10-10,"The Courier-Mail (Brisbane, Qld. : 1933 - 1954)",POLL REJECTS RISE IN PRICES & WAGES,1,65,Gallup,https://trove.nla.gov.au/newspaper/article/50278849
103228277,1945-10-10,Goulburn Evening Post (NSW : 1940 - 1954),People Sum Up: TAXATION PROSPECTS,2,241,Gallup,https://trove.nla.gov.au/newspaper/article/103228277
278626323,1945-10-11,"The Sun News-Pictorial (Melbourne, Vic. : 1922 - 1954; 1956)",Poll Verities Ok Jap Island Mandates,6,90,Gallup,https://trove.nla.gov.au/newspaper/article/278626323
78480145,1945-10-11,"The Daily News (Perth, WA : 1882 - 1955)",People Not Confident OF Full Employment,6,229,Gallup,https://trove.nla.gov.au/newspaper/article/78480145
78480174,1945-10-11,"The Daily News (Perth, WA : 1882 - 1955)",People Not Confident Of Full Employment,7,229,Gallup,https://trove.nla.gov.au/newspaper/article/78480174
48672181,1945-10-12,"The Advertiser (Adelaide, SA : 1931 - 1954)","Americans Want Firm Stand On Strikes NEW YORK, October 10.",9,75,Gallup,https://trove.nla.gov.au/newspaper/article/48672181
245668405,1945-10-13,"The Herald (Melbourne, Vic. : 1861 - 1954)",GALLUP POLL GERMAN P.O.W. PREFERRED TO ITALIANS,5,205,Gallup,https://trove.nla.gov.au/newspaper/article/245668405
278636050,1945-10-18,"The Sun News-Pictorial (Melbourne, Vic. : 1922 - 1954; 1956)",Poll Now Favors Coal Nationalisation,8,106,Gallup,https://trove.nla.gov.au/newspaper/article/278636050
245659970,1945-10-19,"The Herald (Melbourne, Vic. : 1861 - 1954)",U.S. OPPOSED TO ISOLATIONISM,4,75,Gallup,https://trove.nla.gov.au/newspaper/article/245659970
266643634,1945-10-19,"The Guardian (Perth, WA : 1937 - 1954)",Wage Rates in England.,5,40,Gallup,https://trove.nla.gov.au/newspaper/article/266643634
48673470,1945-10-20,"The Advertiser (Adelaide, SA : 1931 - 1954)","Isolation Makes No Headway In U.S. NEW YORK, October 19.",10,73,Gallup,https://trove.nla.gov.au/newspaper/article/48673470
245656284,1945-10-20,"The Herald (Melbourne, Vic. : 1861 - 1954)",PEOPLE SAY : Gangster And Horror Films Not For Those Under 21,5,306,Gallup,https://trove.nla.gov.au/newspaper/article/245656284
98304226,1945-10-21,"Sunday Mail (Brisbane, Qld. : 1926 - 1954)","ISOLATIONISM IS UNPOPULAR IN U.S NEW YORK, Oct. 20 (Special).—",2,75,Gallup,https://trove.nla.gov.au/newspaper/article/98304226
149676689,1945-10-25,"South Western Advertiser (Perth, WA : 1910 - 1954)",Wage Rates in England.,2,38,Gallup,https://trove.nla.gov.au/newspaper/article/149676689
218026792,1945-10-25,Coolgardie Miner (WA : 1935 - 1954),Wage Rates in England.,2,38,Gallup,https://trove.nla.gov.au/newspaper/article/218026792
266555336,1945-10-25,"The Harvey-Waroona Mail (Collie, WA : 1931 - 1956)",Wage Rates in England.,2,39,Gallup,https://trove.nla.gov.au/newspaper/article/266555336
272498133,1945-10-25,"Daily Mirror (Sydney, NSW : 1941 - 1955)",BRITISH HOUSEHOLDERS FEAR FUEL SHORTAGE,13,77,Gallup,https://trove.nla.gov.au/newspaper/article/272498133
48674512,1945-10-26,"The Advertiser (Adelaide, SA : 1931 - 1954)","U.S. Opposition To Loan Shown In Poll NEW YORK, Oct. 25.",10,93,Gallup,https://trove.nla.gov.au/newspaper/article/48674512
251961770,1945-10-26,Avon Argus and Cunderdin-Meckering-Tammin Mail (WA : 1925 - 1954),Wage Rates in England.,2,38,Gallup,https://trove.nla.gov.au/newspaper/article/251961770
251171494,1945-10-26,"Midlands Advocate (Perth, WA : 1930 - 1954)",Wage Rates in England.,2,38,Gallup,https://trove.nla.gov.au/newspaper/article/251171494
251152603,1945-10-26,Manjimup Mail and Jardee-Pemberton-Northcliffe Press (WA : 1927 - 1950),Wage Rates in England.,2,38,Gallup,https://trove.nla.gov.au/newspaper/article/251152603
257380456,1945-10-26,"North-Eastern Courier (Perth, WA : 1923 - 1955)",Wage Rates in England.,2,37,Gallup,https://trove.nla.gov.au/newspaper/article/257380456
256256904,1945-10-26,"Dampier Herald and Nungarin Standard (Wyalkatchem, W.A.: 1943 - 1954)",Wage Rates in England.,2,38,Gallup,https://trove.nla.gov.au/newspaper/article/256256904
257683766,1945-10-26,The Northern Producer and Morawa and District Advertiser (WA : 1930 - 1947),Wage Rates in England.,2,38,Gallup,https://trove.nla.gov.au/newspaper/article/257683766
253442750,1945-10-26,Wongan-Ballidu Budget (WA : 1941 - 1954),Wage Rates in England.,2,39,Gallup,https://trove.nla.gov.au/newspaper/article/253442750
250831880,1945-10-26,"Wheatbelt Tribune and Koorda Record (Wyalkatchem, WA : 1940 - 1954)",Wage Rates in England.,2,38,Gallup,https://trove.nla.gov.au/newspaper/article/250831880
252687344,1945-10-26,Bridgetown Advocate (WA : 1938 - 1950),Wage Rates in England.,2,38,Gallup,https://trove.nla.gov.au/newspaper/article/252687344
240242648,1945-10-26,"The Dowerin Guardian and Amery Line Advocate (Wyalkatchem, WA : 1927 - 1954)",Wage Rates in England.,2,38,Gallup,https://trove.nla.gov.au/newspaper/article/240242648
240177235,1945-10-26,"The Weekly Gazette (Goomalling, WA : 1924 - 1946)",Wage Rates in England.,2,44,Gallup,https://trove.nla.gov.au/newspaper/article/240177235
259324036,1945-10-26,"The Eastern Recorder (Kellerberrin, WA : 1909 - 1954)",Wage Rates in England.,2,38,Gallup,https://trove.nla.gov.au/newspaper/article/259324036
241024327,1945-10-26,The Mullewa Mail (WA : 1921 - 1947),Wage Rates in England.,2,38,Gallup,https://trove.nla.gov.au/newspaper/article/241024327
259736193,1945-10-26,The Boyup Brook Bulletin (WA : 1930 - 1950),Wage Rates in England.,2,38,Gallup,https://trove.nla.gov.au/newspaper/article/259736193
256511406,1945-10-26,"The Eastern Recorder (Kellerberrin, WA : 1909 - 1954)",Wage Rates in England.,2,41,Gallup,https://trove.nla.gov.au/newspaper/article/256511406
259440367,1945-10-26,The Norseman-Esperance News (WA : 1936 - 1954),Wage Rates in England.,2,38,Gallup,https://trove.nla.gov.au/newspaper/article/259440367
262891652,1945-10-26,"The Southern Sentinel (Mount Barker, WA : 1934 - 1954)",Wage Rates in England.,2,41,Gallup,https://trove.nla.gov.au/newspaper/article/262891652
262855297,1945-10-26,"The North Midland Times (Moora, WA : 1933 - 1954)",Wage Rates in England.,2,37,Gallup,https://trove.nla.gov.au/newspaper/article/262855297
260344370,1945-10-26,The Pemberton Post (WA : 1937 - 1950),Wage Rates in England.,2,40,Gallup,https://trove.nla.gov.au/newspaper/article/260344370
50261924,1945-10-27,"The Courier-Mail (Brisbane, Qld. : 1933 - 1954)",COLD WINTER FOR 33 P.C. IN U.K.?,1,50,Gallup,https://trove.nla.gov.au/newspaper/article/50261924
278628819,1945-10-27,"The Sun News-Pictorial (Melbourne, Vic. : 1922 - 1954; 1956)",Gallups,23,51,Gallup,https://trove.nla.gov.au/newspaper/article/278628819
229012718,1945-10-28,"The Sun (Sydney, NSW : 1910 - 1954)",GALLUP POLL Think youth badly served by movies,8,125,Gallup,https://trove.nla.gov.au/newspaper/article/229012718
78481323,1945-10-29,"The Daily News (Perth, WA : 1882 - 1955)","PEOPLE SAY Gangster, Horror Movies Not For Those Under 21",6,283,Gallup,https://trove.nla.gov.au/newspaper/article/78481323
78481165,1945-10-29,"The Daily News (Perth, WA : 1882 - 1955)","PEOPLE SAY Gangster, Horror Movies Not For Those Under 21",8,285,Gallup,https://trove.nla.gov.au/newspaper/article/78481165
48674975,1945-10-30,"The Advertiser (Adelaide, SA : 1931 - 1954)","Gallup Poll Vote On Official Policies LONDON, October 29.",6,45,Gallup,https://trove.nla.gov.au/newspaper/article/48674975
2650104,1945-11-01,The Canberra Times (ACT : 1926 - 1995),"GERMAN GALLUP POLL FAVOURABLE TO BRITAIN FRANKFURT, Wednesday.",1,121,Gallup,https://trove.nla.gov.au/newspaper/article/2650104
48675862,1945-11-03,"The Advertiser (Adelaide, SA : 1931 - 1954)","U.S. View On Occupation Of Japan NEW YORK, November 1.",10,95,Gallup,https://trove.nla.gov.au/newspaper/article/48675862
78479782,1945-11-03,"The Daily News (Perth, WA : 1882 - 1955)",AUSTRALIAN PUBLIC WOULD KEEP ATOM BOMB SECRET,23,347,Gallup,https://trove.nla.gov.au/newspaper/article/78479782
26156913,1945-11-03,"The Mercury (Hobart, Tas. : 1860 - 1954)",Australians Would Keep Atom Bomb Secret,6,309,Gallup,https://trove.nla.gov.au/newspaper/article/26156913
98302801,1945-11-04,"Sunday Mail (Brisbane, Qld. : 1926 - 1954)",10 YEARS OF GALLUP POLLS REVEAL PEOPLE THINK AHEAD OF THEIR LEADERS,3,1081,Gallup,https://trove.nla.gov.au/newspaper/article/98302801
95609825,1945-11-06,Kalgoorlie Miner (WA : 1895 - 1954),Occupation of Japan AMERICAN OPINIONS,3,93,Gallup,https://trove.nla.gov.au/newspaper/article/95609825
245666911,1945-11-07,"The Herald (Melbourne, Vic. : 1861 - 1954)",Gallup Poll On Food Rationing,10,186,Gallup,https://trove.nla.gov.au/newspaper/article/245666911
279264423,1945-11-08,"The Sun News-Pictorial (Melbourne, Vic. : 1922 - 1954; 1956)",Meat And Butter Ration Retention Favored,15,90,Gallup,https://trove.nla.gov.au/newspaper/article/279264423
78477720,1945-11-09,"The Daily News (Perth, WA : 1882 - 1955)",Gallup Poll RATIONING FAVOURED,5,172,Gallup,https://trove.nla.gov.au/newspaper/article/78477720
279271385,1945-11-09,"The Sun News-Pictorial (Melbourne, Vic. : 1922 - 1954; 1956)",Most In Britain Feel Allies Soft On Japs,2,68,Gallup,https://trove.nla.gov.au/newspaper/article/279271385
